state/ut,PC,candidate_name,party,evm_votes,postal_votes,total_votes,Rank
Bihar,Hajipur (SC),RAJ KR. PASWAN,Aam Aadmi Party,6339,5,6344,7
Bihar,Hajipur (SC),RINA RAGNI,Bahujan Mukti Party,3880,2,3882,8
Bihar,Hajipur (SC),VIDHAN CHANDRA RANA,Samajwadi Janata Party (Rashtriya),3198,0,3198,9
Bihar,Hajipur (SC),VIRCHANDRA PASWAN,Samajwadi Party,4183,2,4185,10
Bihar,Hajipur (SC),SATYA NARAYAN PASWAN,All India Forward Bloc,3216,0,3216,11
Bihar,Hajipur (SC),UPENDER RAM,Independent,8896,0,8896,12
Bihar,Hajipur (SC),DINA NATH RAM,Independent,21045,0,21045,13
Bihar,Hajipur (SC),VIPHIYA DEVI,Independent,24399,0,24399,14
Bihar,Hajipur (SC),SURESH PASWAN,Independent,7544,0,7544,15
Bihar,Hajipur (SC),None of the Above,NOTA,15039,8,15047,16
Bihar,Ujiarpur,ASHWAMEDH DEVI,Janata Dal (United),119669,0,119669,1
Bihar,Ujiarpur,ALOK KUMAR MEHTA,Rashtriya Janata Dal,256881,2,256883,2
Bihar,Ujiarpur,DHARMENDRA SAHANI,Bahujan Samaj Party,15198,0,15198,3
Bihar,Ujiarpur,NITYANAND RAI,Bharatiya Janata Party,317339,13,317352,4
Bihar,Ujiarpur,RAM DEO VERMA,Communist Party of India  (Marxist),53044,0,53044,5
Bihar,Ujiarpur,AMRENDRA KUMAR YADAV,Rashtriya Krantikari Samajwadi Party,5631,0,5631,6
Bihar,Ujiarpur,KISHOR KUMAR,BLSP,5669,0,5669,7
Bihar,Ujiarpur,JITENDRA KUMAR RAI,Shivsena,11990,0,11990,8
Bihar,Ujiarpur,MD. TAHIR ARAMAN,NADP,2536,0,2536,9
Bihar,Ujiarpur,PRITHIVINATH PRASAD,MHD,2482,0,2482,10
Bihar,Ujiarpur,PREM LATA DEVI,JPJD,3152,0,3152,11
Bihar,Ujiarpur,PHOOL BABU SINGH,Communist Party of India (Marxist-Lenninist) (Liberation),6967,0,6967,12
Bihar,Ujiarpur,MADHURI,Bahujan Mukti Party,7661,0,7661,13
Bihar,Ujiarpur,MITHILESH KUMAR JHA,Jharkhand Mukti Morcha,7810,0,7810,14
Bihar,Ujiarpur,VINDESHWARI SAHNI,Pratap Shiv Sena,7969,0,7969,15
Bihar,Ujiarpur,SHIVANI UMANI,JDR,12520,0,12520,16
Bihar,Ujiarpur,SURESH CHAUDHARI,Aam Aadmi Party,8917,0,8917,17
Bihar,Ujiarpur,ARJUN KUMAR SAH,Independent,4201,0,4201,18
Bihar,Ujiarpur,MINTU PASWAN,Independent,3098,0,3098,19
Bihar,Ujiarpur,None of the Above,NOTA,6171,0,6171,20
Bihar,Samastipur (SC),DR. ASHOK KUMAR,Indian National Congress,263528,1,263529,1
Bihar,Samastipur (SC),MAHESHWAR HAZARI,Janata Dal (United),200120,4,200124,2
Bihar,Samastipur (SC),RAM CHANDRA RAM,Bahujan Samaj Party,12813,0,12813,3
Bihar,Samastipur (SC),RAM CHANDRA PASWAN,Lok Jan Shakti Party,270391,10,270401,4
Bihar,Samastipur (SC),AMIT KUMAR,Samajwadi Janata Party (Rashtriya),7423,0,7423,5
Bihar,Samastipur (SC),ASHOK PASWAN,Bahujan Mukti Party,6603,0,6603,6
Bihar,Samastipur (SC),GANESH KUMAR,Aam Aadmi Party,9954,0,9954,7
Bihar,Samastipur (SC),LAL BAHADUR SADA,Communist Party of India (Marxist-Lenninist) (Liberation),9665,0,9665,8
Bihar,Samastipur (SC),BALESHWAR PASWAN,JDR,15836,1,15837,9
Bihar,Samastipur (SC),VIJAY KUMAR RAM,ravp,11813,0,11813,10
Bihar,Samastipur (SC),SHATRUDHAN KUMAR PASWAN,Rashtriya Krantikari Samajwadi Party,12322,0,12322,11
Bihar,Samastipur (SC),MITHILESH KUMAR RAJAK,Independent,13504,0,13504,12
Bihar,Samastipur (SC),None of the Above,NOTA,29211,0,29211,13
Bihar,Begusarai,MD. TANVEER HASSAN,Rashtriya Janata Dal,369699,193,369892,1
Bihar,Begusarai,BHOLA SINGH,Bharatiya Janata Party,427987,240,428227,2
Bihar,Begusarai,RAJENDRA PRASAD SINGH,Communist Party of India,192592,47,192639,3
Bihar,Begusarai,RAM PADARATH YADAV,Bahujan Samaj Party,9013,1,9014,4
Bihar,Begusarai,PINKI DEVI,Bahujan Mukti Party,4858,0,4858,5
Bihar,Begusarai,SUNIL KUMAR,Aam Aadmi Party,8633,6,8639,6
Bihar,Begusarai,HARI KANT PRASAD,BBC,3344,0,3344,7
Bihar,Begusarai,PANKAJ PASWAN,Independent,3323,0,3323,8
Bihar,Begusarai,MOHAMMAD JAVED,Independent,3405,0,3405,9
Bihar,Begusarai,RAJENDRA YADAV,Independent,4605,0,4605,10
Bihar,Begusarai,VAIJ NATH PASWAN,Independent,12143,0,12143,11
Bihar,Begusarai,SUSHIL KUMAR,Independent,11144,0,11144,12
Bihar,Begusarai,None of the Above,NOTA,26619,3,26622,13
Bihar,Khagaria,KRISHNA KUMARI YADAV,Rashtriya Janata Dal,237772,31,237803,1
Bihar,Khagaria,CHOUDHARY MAHBOOB ALI KAISER,Lok Jan Shakti Party,313736,70,313806,2
Bihar,Khagaria,JAGDISH CHANDRA VASU,Communist Party of India  (Marxist),24489,1,24490,3
Bihar,Khagaria,DINESH CHANDRA YADAV,Janata Dal (United),220289,27,220316,4
Bihar,Khagaria,RAJESH KUMAR,Bahujan Samaj Party,6480,0,6480,5
Bihar,Khagaria,GANESH MUKHIYA NISHAD,SKLP,4522,0,4522,6
Bihar,Khagaria,TEJ BAHADUR SINGH,Pratap Shiv Sena,4053,0,4053,7
Bihar,Khagaria,BRAHAMDEO MUKHIA,Rashtriya Naujawan Dal,5215,0,5215,8
Bihar,Khagaria,MAKKHAN SAH,Samajwadi Janata Party (Rashtriya),6651,0,6651,9
Bihar,Khagaria,RAJEEV RANJAN,Lok Dal,5722,0,5722,10
Bihar,Khagaria,DR. SWAMI VIVEKANAND,Aam Aadmi Party,14490,1,14491,11
Bihar,Khagaria,UMESH CHANDRA BHARTI,Independent,14926,0,14926,12
Bihar,Khagaria,SATISH PRASAD SINGH,Independent,13888,0,13888,13
Bihar,Khagaria,None of the Above,NOTA,23868,0,23868,14
Bihar,Bhagalpur,ABU QAISER,Janata Dal (United),132256,0,132256,1
Bihar,Bhagalpur,NAUSHABA KHANAM,Bahujan Samaj Party,11265,0,11265,2
Bihar,Bhagalpur,SHAILESH KUMAR URPH BULO MANDAL,Rashtriya Janata Dal,367619,4,367623,3
Bihar,Bhagalpur,SYED SHAHNAWAZ HUSSAIN,Bharatiya Janata Party,358083,55,358138,4
Bihar,Bhagalpur,KUMKUM SINGH,BVM,8025,0,8025,5
Bihar,Bhagalpur,GAURAV KUMAR GHOSH,NTP,3251,0,3251,6
Bihar,Bhagalpur,NISHI KANT MANDAL,Bahujan Mukti Party,3147,0,3147,7
Bihar,Bhagalpur,PUROSOTTAM CHOUBEY,Samajwadi Party,2416,0,2416,8
Bihar,Bhagalpur,PROF. YOGENDRA MAHTO,Aam Aadmi Party,5827,3,5830,9
Bihar,Bhagalpur,RINKI KUMARI,Communist Party of India (Marxist-Lenninist) (Liberation),5778,0,5778,10
Bihar,Bhagalpur,VIREN DAS,SaBP,3005,0,3005,11
Bihar,Bhagalpur,ANAND KUMAR JAIN,Independent,4734,0,4734,12
Bihar,Bhagalpur,INDRADEO KUMAR SINGH,Independent,12710,0,12710,13
Bihar,Bhagalpur,MAHADEO KUMAR,Independent,9295,0,9295,14
Bihar,Bhagalpur,RANJAN KUMAR,Independent,5165,0,5165,15
Bihar,Bhagalpur,RAMJEE MANDAL,Independent,18937,0,18937,16
Bihar,Bhagalpur,SIKANDAR TANTI,Independent,7122,0,7122,17
Bihar,Bhagalpur,SUMAN KUMAR,Independent,3444,0,3444,18
Bihar,Bhagalpur,None of the Above,NOTA,11874,1,11875,19
Bihar,Banka,JAI PRAKASH NARAYAN YADAV,Rashtriya Janata Dal,285148,2,285150,1
Bihar,Banka,PUTUL KUMARI,Bharatiya Janata Party,274980,26,275006,2
Bihar,Banka,SANJAY KUMAR -I,Communist Party of India,220703,5,220708,3
Bihar,Banka,SANJAY KUMAR-II,Bahujan Samaj Party,10558,0,10558,4
Bihar,Banka,UMAKANT YADAV,Bahujan Mukti Party,2266,0,2266,5
Bihar,Banka,DEEPAK KUMAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2481,0,2481,6
Bihar,Banka,NIRAJ KUMAR,Aam Aadmi Party,6057,1,6058,7
Bihar,Banka,MAHBOOB ALAM ANSARI,Bharatiya Momin Front,2280,0,2280,8
Bihar,Banka,MITHLESH KUMAR SINGH,National Loktantrik Party,2977,0,2977,9
Bihar,Banka,MUKESH KUMAR SINHA,BEMP,2405,0,2405,10
Bihar,Banka,VIJAY BHARTI,ravp,4317,0,4317,11
Bihar,Banka,SUBODH NARAYAN JHA,All India Trinamool Congress,4411,1,4412,12
Bihar,Banka,AKHIL BHARTIYA SHARMA,Independent,4721,0,4721,13
Bihar,Banka,ALIMUDDIN ANSARI,Independent,12871,0,12871,14
Bihar,Banka,INDRARAJ SINGH SAINI,Independent,11520,0,11520,15
Bihar,Banka,NARESH KUMAR PRIYADARSHI,Independent,30814,0,30814,16
Bihar,Banka,SARGUN SAH,Independent,11056,0,11056,17
Bihar,Banka,None of the Above,NOTA,9753,0,9753,18
Bihar,Munger,KAMLESHWARI MANDAL,Bahujan Samaj Party,11225,0,11225,1
Bihar,Munger,PRAGATI MEHTA,Rashtriya Janata Dal,182956,15,182971,2
Bihar,Munger,RAJIV RANJAN SINGH ALIAS LALAN SINGH,Janata Dal (United),243818,9,243827,3
Bihar,Munger,VEENA DEVI,Lok Jan Shakti Party,352863,48,352911,4
Bihar,Munger,ASHOK KUMAR SINGH,Shivsena,50464,5,50469,5
Bihar,Munger,PRAMOD KUMAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4710,0,4710,6
Bihar,Munger,RAM BADAN RAI,Samajwadi Party,6769,0,6769,7
Bihar,Munger,SHANKAR PRASAD,Bahujan Mukti Party,3956,0,3956,8
Bihar,Munger,SANDEEP,Aam Aadmi Party,7476,5,7481,9
Bihar,Munger,SURYODAY PASWAN,SaBP,5113,0,5113,10
Bihar,Munger,UCHIT KUMAR,Independent,11122,0,11122,11
Bihar,Munger,MUZAFFAR FAKHRUDDIN,Independent,10264,0,10264,12
Bihar,Munger,SHARWAN KUMAR ANAND,Independent,8112,0,8112,13
Bihar,Munger,None of the Above,NOTA,15420,0,15420,14
Bihar,Nalanda,ASHISH RANJAN SINHA,Indian National Congress,127258,12,127270,1
Bihar,Nalanda,KAUSHLENDRA KUMAR,Janata Dal (United),321938,44,321982,2
Bihar,Nalanda,SANJAY KUMAR,Bahujan Samaj Party,23593,2,23595,3
Bihar,Nalanda,SATYA NAND SHARMA,Lok Jan Shakti Party,312315,40,312355,4
Bihar,Nalanda,DHIRENDRA KUMAR,Jan Parishad,8757,0,8757,5
Bihar,Nalanda,NAYEB ALI,All India Trinamool Congress,4613,0,4613,6
Bihar,Nalanda,NIRAJ SHARMA,ravp,2342,0,2342,7
Bihar,Nalanda,PARNAV PRAKASH,Aam Aadmi Party,18212,12,18224,8
Bihar,Nalanda,PRAMOD KUMAR NIRALA,SaBP,2779,0,2779,9
Bihar,Nalanda,BHOLA SAO,KVD,2213,0,2213,10
Bihar,Nalanda,MAHESH PASWAN,BBMP,4236,0,4236,11
Bihar,Nalanda,YOGENDRA PRASAD,BIP,4599,1,4600,12
Bihar,Nalanda,RAKESH RANJAN SINHA,Republican Party of India (A),13381,0,13381,13
Bihar,Nalanda,LALLU RAM,Bahujan Mukti Party,6788,0,6788,14
Bihar,Nalanda,SHASHI YADAV,Communist Party of India (Marxist-Lenninist) (Liberation),19477,0,19477,15
Bihar,Nalanda,SHAILESH KUMAR,APCP,15370,0,15370,16
Bihar,Nalanda,AWADH KUMAR,Independent,6346,0,6346,17
Bihar,Nalanda,KAUSHAL KUMAR KAUSHALENDRA SINHA ALIAS BHARAT MANAS,Independent,7472,0,7472,18
Bihar,Nalanda,NARESH PRASAD SINGH,Independent,3620,0,3620,19
Bihar,Nalanda,MUNNA PRASAD,Independent,6048,0,6048,20
Bihar,Nalanda,LATA SINHA,Independent,2237,0,2237,21
Bihar,Nalanda,VISHWAJIT KUMAR,Independent,2604,0,2604,22
Bihar,Nalanda,None of the Above,NOTA,5450,2,5452,23
Bihar,Patna Sahib,KUNAL SINGH,Indian National Congress,219693,407,220100,1
Bihar,Patna Sahib,GANESH SAW,Bahujan Samaj Party,9660,31,9691,2
Bihar,Patna Sahib,DR.GOPAL PRASAD SINHA,Janata Dal (United),90709,315,91024,3
Bihar,Patna Sahib,SHATRUGHANA SINHA,Bharatiya Janata Party,484458,1447,485905,4
Bihar,Patna Sahib,UMESH KUMAR,Samajwadi Party,10820,16,10836,5
Bihar,Patna Sahib,GAJENDRA KUMAR,SaBP,2164,2,2166,6
Bihar,Patna Sahib,CHANDRA BHUSHAN PRASAD CHANDRAVANSHI,Bahujan Mukti Party,3005,10,3015,7
Bihar,Patna Sahib,JAUHAR AZAD,JDR,1831,3,1834,8
Bihar,Patna Sahib,PARVEEN AMANULLAH,Aam Aadmi Party,16242,139,16381,9
Bihar,Patna Sahib,PARWEZ AHMAD,LKJP,1854,2,1856,10
Bihar,Patna Sahib,DR. RAKESH DUTTA MISHRA,BJKD,2681,6,2687,11
Bihar,Patna Sahib,LAL BAHADUR SINGH PATEL,KVD,2500,2,2502,12
Bihar,Patna Sahib,SHREEKANT LABH,Samajwadi Janata Party (Rashtriya),3177,1,3178,13
Bihar,Patna Sahib,ANIL KUMAR,Independent,2474,4,2478,14
Bihar,Patna Sahib,KUMAR RAJIV,Independent,2913,1,2914,15
Bihar,Patna Sahib,GANGA VISHNU PRASAD,Independent,8834,0,8834,16
Bihar,Patna Sahib,NAND KISHORE SINGH,Independent,6057,0,6057,17
Bihar,Patna Sahib,VIJAY KUMAR SAHNI,Independent,1242,1,1243,18
Bihar,Patna Sahib,SHYAM NANDAN PRASAD,Independent,1834,0,1834,19
Bihar,Patna Sahib,None of the Above,NOTA,7686,41,7727,20
Bihar,Pataliputra,MISHA BHARTI,Rashtriya Janata Dal,342478,462,342940,1
Bihar,Pataliputra,RANJAN PRASAD YADAV,Janata Dal (United),97006,222,97228,2
Bihar,Pataliputra,RAJ KUMAR RAM,Bahujan Samaj Party,17170,18,17188,3
Bihar,Pataliputra,RAM KRIPAL YADAV,Bharatiya Janata Party,382232,1030,383262,4
Bihar,Pataliputra,ABINASH KUMAR,BJKD,5852,2,5854,5
Bihar,Pataliputra,KUNDAN PRASAD SINGH,Aam Aadmi Party,5611,26,5637,6
Bihar,Pataliputra,CHANDRA DEV PRASAD,Bahujan Mukti Party,2266,2,2268,7
Bihar,Pataliputra,DEO KUMAR VERMA,Republican Party of India (A),2484,0,2484,8
Bihar,Pataliputra,NAGENDRA KUMAR,BVM,4301,1,4302,9
Bihar,Pataliputra,MUKUL KUMAR SHARMA,SaBP,3015,0,3015,10
Bihar,Pataliputra,RAMESHWAR PRASAD,Communist Party of India (Marxist-Lenninist) (Liberation),51590,33,51623,11
Bihar,Pataliputra,SHATRUDHAN SAW,BED,8174,10,8184,12
Bihar,Pataliputra,SUNIL KUMAR,Samajwadi Janata Party (Rashtriya),6268,1,6269,13
Bihar,Pataliputra,KUMAR INDRA BHUSHAN,Independent,5404,8,5412,14
Bihar,Pataliputra,JAI PRAKASH YADAV,Independent,4804,0,4804,15
Bihar,Pataliputra,DURGESH NANDAN SINGH ALIAS DURGESH NANDAN,Independent,16645,0,16645,16
Bihar,Pataliputra,NIRAJ KUMAR,Independent,8083,1,8084,17
Bihar,Pataliputra,PANCHAM LAL,Independent,2520,0,2520,18
Bihar,Pataliputra,MINENDRA KUMAR SINGH,Independent,1697,0,1697,19
Bihar,Pataliputra,SUNIL KUMAR SINGH,Independent,4555,0,4555,20
Bihar,Pataliputra,None of the Above,NOTA,4660,18,4678,21
Bihar,Arrah,MEENA SINGH,Janata Dal (United),75958,4,75962,1
Bihar,Arrah,RAMESH CHANDRA BADAL,Bahujan Samaj Party,7636,1,7637,2
Bihar,Arrah,RAJ KUMAR SINGH,Bharatiya Janata Party,390953,121,391074,3
Bihar,Arrah,SRIBHAGWAN SINGH KUSHWAHA,Rashtriya Janata Dal,255180,24,255204,4
Bihar,Arrah,BAIJNATH YADAV,Bahujan Mukti Party,6886,0,6886,5
Bihar,Arrah,BHARAT BHUSHAN PANDEY,Akhil Bharatiya Jan Sangh,10948,2,10950,6
Bihar,Arrah,RAJU YADAV,Communist Party of India (Marxist-Lenninist) (Liberation),98804,1,98805,7
Bihar,Arrah,SHAMBHU PRASAD SHARMA,HVD,5680,0,5680,8
Bihar,Arrah,DR. SURENDRA KUMAR PRASAD,Aam Aadmi Party,7512,6,7518,9
Bihar,Arrah,ASHOK RAM,Independent,7305,0,7305,10
Bihar,Arrah,GOPAL SINGH,Independent,5879,0,5879,11
Bihar,Arrah,SHANKAR DAYAL PASWAN,Independent,5610,0,5610,12
Bihar,Arrah,None of the Above,NOTA,14703,0,14703,13
Bihar,Buxar,ASHWINI KUMAR CHOUBEY,Bharatiya Janata Party,318954,58,319012,1
Bihar,Buxar,JAGADANAND SINGH,Rashtriya Janata Dal,186667,7,186674,2
Bihar,Buxar,DADAN YADAV,Bahujan Samaj Party,184786,2,184788,3
Bihar,Buxar,SHYAM LAL SINGH KUSHWAHA,Janata Dal (United),117012,0,117012,4
Bihar,Buxar,INDU SINGH,Communist Party of India (Marxist-Lenninist) (Liberation),13051,0,13051,5
Bihar,Buxar,TAFIR HUSSIAN,HVD,2241,0,2241,6
Bihar,Buxar,PARSHURAM PRASAD,Bahujan Mukti Party,2066,0,2066,7
Bihar,Buxar,PRADEEP KUMAR PRASAD,Pragatisheel Manav Samaj Party,6901,0,6901,8
Bihar,Buxar,MOKARRAM HUSSAIN,Suheldev Bhartiya Samaj Party,7514,0,7514,9
Bihar,Buxar,MONIBUR RAHMAN,JDR,1864,0,1864,10
Bihar,Buxar,RAJENDRA KUMAR SINGH CHOUHAN,BVM,2740,0,2740,11
Bihar,Buxar,SHIO KUMAR SHARMA,Jan Parishad,3437,0,3437,12
Bihar,Buxar,SWETA PATHAK,Aam Aadmi Party,7874,5,7879,13
Bihar,Buxar,NARENDRA PRATAP SINGH,Independent,6130,0,6130,14
Bihar,Buxar,LALLAN RUPNARAIN PATHAK,Independent,5294,0,5294,15
Bihar,Buxar,SHEO GOPAL CHOUDHARY,Independent,12422,0,12422,16
Bihar,Buxar,None of the Above,NOTA,9179,0,9179,17
Bihar,Sasaram (SC),KARRA PARASU RAMAIAH,Janata Dal (United),93138,172,93310,1
Bihar,Sasaram (SC),CHHEDI PASWAN,Bharatiya Janata Party,365576,511,366087,2
Bihar,Sasaram (SC),BALESHWAR BHARTI,Bahujan Samaj Party,31510,18,31528,3
Bihar,Sasaram (SC),MEIRA KUMAR,Indian National Congress,302385,375,302760,4
Bihar,Sasaram (SC),GEETA ARYA,Aam Aadmi Party,10997,8,11005,5
Bihar,Sasaram (SC),TETRI DEVI,Communist Party of India (Marxist-Lenninist) (Liberation),7479,7,7486,6
Bihar,Sasaram (SC),SAROJ RAM,Bahujan Mukti Party,3901,5,3906,7
Bihar,Sasaram (SC),NAND LAL RAM,Independent,2806,2,2808,8
Bihar,Sasaram (SC),RAVIKANT CHAUDHARY,Independent,3980,0,3980,9
Bihar,Sasaram (SC),RAJNARAIN RAO,Independent,4395,0,4395,10
Bihar,Sasaram (SC),SURENDRA RAM,Independent,6144,0,6144,11
Bihar,Sasaram (SC),None of the Above,NOTA,13377,2,13379,12
Bihar,Karakat,KANTI SINGH,Rashtriya Janata Dal,233619,32,233651,1
Bihar,Karakat,MAHABALI SINGH,Janata Dal (United),76699,10,76709,2
Bihar,Karakat,SANJAY KEWAT,Bahujan Samaj Party,45501,2,45503,3
Bihar,Karakat,UPENDRA KUSHWAHA,BLSP,338821,71,338892,4
Bihar,Karakat,GHULAM KUNDANAM,Aam Aadmi Party,6934,4,6938,5
Bihar,Karakat,DINESH KUMAR,Bahujan Mukti Party,2358,1,2359,6
Bihar,Karakat,PRADEEP KUMAR JOSHI,Rashtra Sewa Dal,6993,1,6994,7
Bihar,Karakat,RAJANI DUBEY,Akhil Bharatiya Jan Sangh,4794,1,4795,8
Bihar,Karakat,RAJA RAM SINGH,Communist Party of India (Marxist-Lenninist) (Liberation),32682,4,32686,9
Bihar,Karakat,VEENA BHARTI,Jan Parishad,4002,0,4002,10
Bihar,Karakat,IMRAN ALI,Independent,2048,0,2048,11
Bihar,Karakat,MD. DILBAS ANSARI,Independent,2813,0,2813,12
Bihar,Karakat,BHAIRAW DAYAL SINGH,Independent,6974,0,6974,13
Bihar,Karakat,RAM DAYAL SINGH,Independent,5459,0,5459,14
Bihar,Karakat,SATYA NARAYAN SINGH,Independent,9918,1,9919,15
Bihar,Karakat,None of the Above,NOTA,10185,0,10185,16
Bihar,Jahanabad,ANIL KUMAR SHARMA,Janata Dal (United),100811,40,100851,1
Bihar,Jahanabad,RAVINDRA SINGH,Bahujan Samaj Party,10578,2,10580,2
Bihar,Jahanabad,SURENDRA PRASAD YADAV,Rashtriya Janata Dal,280086,221,280307,3
Bihar,Jahanabad,DR. ARUN KUMAR,BLSP,322422,225,322647,4
Bihar,Jahanabad,MD. ISTIYAK,All India Trinamool Congress,6040,1,6041,5
Bihar,Jahanabad,CHANDRA BHUSHAN SHARMA,Aam Aadmi Party,3706,5,3711,6
Bihar,Jahanabad,NARENDRA KUMAR,Shivsena,2121,15,2136,7
Bihar,Jahanabad,PARSHURAM VIND,Bahujan Mukti Party,2720,1,2721,8
Bihar,Jahanabad,MANJU DEVI,KVD,2825,1,2826,9
Bihar,Jahanabad,RAMADHAR SINGH,Communist Party of India (Marxist-Lenninist) (Liberation),34365,0,34365,10
Bihar,Jahanabad,RAHUL RANJAN,Jharkhand Mukti Morcha,3521,0,3521,11
Bihar,Jahanabad,ARJUN THAKUR,Independent,7755,2,7757,12
Bihar,Jahanabad,NITYANAND SINGH,Independent,10625,0,10625,13
Bihar,Jahanabad,MANJAY KUMAR,Independent,8874,0,8874,14
Bihar,Jahanabad,SUDAY YADAV,Independent,4202,0,4202,15
Bihar,Jahanabad,None of the Above,NOTA,10352,0,10352,16
Bihar,Aurangabad,NIKHIL KUMAR,Indian National Congress,241433,161,241594,1
Bihar,Aurangabad,BAGI KUMAR VERMA,Janata Dal (United),136045,92,136137,2
Bihar,Aurangabad,SANTOSH KUMAR,Bahujan Samaj Party,27818,15,27833,3
Bihar,Aurangabad,SUSHIL KUMAR SINGH,Bharatiya Janata Party,307605,336,307941,4
Bihar,Aurangabad,UPENDRA NATH,Bahujan Mukti Party,9253,2,9255,5
Bihar,Aurangabad,USHA SHARAN,Sanyukt Samajwadi Dal,4608,0,4608,6
Bihar,Aurangabad,RAGINI LATA SINGH,Aam Aadmi Party,6699,4,6703,7
Bihar,Aurangabad,RITA DEVI,Samajwadi Party,3332,1,3333,8
Bihar,Aurangabad,DURGA THAKUR,Independent,3696,0,3696,9
Bihar,Aurangabad,RAKESH SHARMA,Independent,5726,0,5726,10
Bihar,Aurangabad,RAMJI SINGH,Independent,7195,0,7195,11
Bihar,Aurangabad,BIJEET KUMAR,Independent,6121,0,6121,12
Bihar,Aurangabad,SOMARU PASWAN,Independent,8678,0,8678,13
Bihar,Aurangabad,None of the Above,NOTA,17454,0,17454,14
Bihar,Gaya (SC),JITAN RAM MANJHI,Janata Dal (United),131403,425,131828,1
Bihar,Gaya (SC),RAMJI MANJHI,Rashtriya Janata Dal,210042,684,210726,2
Bihar,Gaya (SC),SHIV KUMAR KANT,Bahujan Samaj Party,15982,46,16028,3
Bihar,Gaya (SC),HARI MANJHI,Bharatiya Janata Party,325040,1190,326230,4
Bihar,Gaya (SC),ASHOK KUMAR,Jharkhand Mukti Morcha,36860,3,36863,5
Bihar,Gaya (SC),INDRA DEO CHOUDHARY,Bahujan Mukti Party,5531,13,5544,6
Bihar,Gaya (SC),KAPIL CHOUDHARY,All India Trinamool Congress,8996,8,9004,7
Bihar,Gaya (SC),DHANANJAY KISHORE,Aam Aadmi Party,7296,16,7312,8
Bihar,Gaya (SC),NIRANJAN KUMAR,Communist Party of India (Marxist-Lenninist) (Liberation),7609,15,7624,9
Bihar,Gaya (SC),BHUNESWAR DAS,RAHM,7544,5,7549,10
Bihar,Gaya (SC),MAMTA KUMARI,Samajwadi Party,6064,1,6065,11
Bihar,Gaya (SC),SHIV SHANKAR KUMAR,BBMP,5920,4,5924,12
Bihar,Gaya (SC),DR. DEV KUMAR CHOUDHARY,Independent,19619,32,19651,13
Bihar,Gaya (SC),None of the Above,NOTA,19016,14,19030,14
Bihar,Nawada,KAUSHAL YADAV,Janata Dal (United),168209,8,168217,1
Bihar,Nawada,GIRIRAJ SINGH,Bharatiya Janata Party,390205,43,390248,2
Bihar,Nawada,RAJ BALLABH PRASAD,Rashtriya Janata Dal,250086,5,250091,3
Bihar,Nawada,SOHAIL ANWER,Bahujan Samaj Party,7997,0,7997,4
Bihar,Nawada,ASHOK KUMAR,ravp,2596,0,2596,5
Bihar,Nawada,UMAKANT RAHI,Sanyukt Samajwadi Dal,2169,0,2169,6
Bihar,Nawada,PRAMENDRA KUMAR YADAV,BED,1650,0,1650,7
Bihar,Nawada,MOHAMMAD JAHID HUSAIN,All India Trinamool Congress,3138,0,3138,8
Bihar,Nawada,RAJENDRA SINGH,Aam Aadmi Party,4055,2,4057,9
Bihar,Nawada,VIJAY RAM,MOSP,3291,0,3291,10
Bihar,Nawada,SURENDRA RAJBANSHI,Samajwadi Party,3612,0,3612,11
Bihar,Nawada,AZAD GEETA PRASAD SHARMA,Independent,3568,0,3568,12
Bihar,Nawada,ADITYA NARAYAN,Independent,3743,0,3743,13
Bihar,Nawada,MANISH KUMAR,Independent,6443,0,6443,14
Bihar,Nawada,SATISH KUMAR,Independent,6736,0,6736,15
Bihar,Nawada,SAFDAR ISMAIL,Independent,12072,0,12072,16
Bihar,Nawada,SHULOCHANA DEVI,Independent,7324,0,7324,17
Bihar,Nawada,None of the Above,NOTA,7489,0,7489,18
Bihar,Jamui (SC),UDAY NARAIN CHOUDHARY,Janata Dal (United),198591,8,198599,1
Bihar,Jamui (SC),CHIRAG KUMAR PASWAN,Lok Jan Shakti Party,285334,20,285354,2
Bihar,Jamui (SC),BRAHMDEV ANAND PASWAN,Bahujan Samaj Party,15007,1,15008,3
Bihar,Jamui (SC),SUDHANSU SHEKHAR BHASKAR,Rashtriya Janata Dal,199401,6,199407,4
Bihar,Jamui (SC),UPENDRA RAVIDAS,Jharkhand Mukti Morcha,10748,0,10748,5
Bihar,Jamui (SC),JAY PRAKASH DAS,Communist Party of India (Marxist-Lenninist) (Liberation),6252,1,6253,6
Bihar,Jamui (SC),VINOD KUMAR DAS,Aam Aadmi Party,7157,2,7159,7
Bihar,Jamui (SC),VISHUN CHOUDHARY,Shivsena,7144,3,7147,8
Bihar,Jamui (SC),DILIP KUMAR,Independent,7634,1,7635,9
Bihar,Jamui (SC),MANOJ KUMAR MANJHI,Independent,8360,0,8360,10
Bihar,Jamui (SC),SUBHASH PASWAN,Independent,10452,0,10452,11
Bihar,Jamui (SC),None of the Above,NOTA,19517,0,19517,12
Goa,North Goa,RAVI NAIK,Indian National Congress,131904,400,132304,1
Goa,North Goa,SHRIPAD YESSO NAIK,Bharatiya Janata Party,236926,977,237903,2
Goa,North Goa,ADV. SUHAS NAIK,Communist Party of India,5638,2,5640,3
