state/ut,PC,candidate_name,party,evm_votes,postal_votes,total_votes,Rank
Maharashtra,Maval,BARNE SHRIRANG CHIMAJI,Janata Dal (United),11256,3,11259,6
Maharashtra,Maval,BHAPKAR MARUTI SAHEBRAO,Aam Aadmi Party,30555,11,30566,7
Maharashtra,Maval,SIMA DHARMANNA MANIKADI,PRCP,1765,0,1765,8
Maharashtra,Maval,ABHIJIT ANIL APTE,Independent,1085,0,1085,9
Maharashtra,Maval,JAGTAP LAXMAN MURLIDHAR,Independent,1599,1,1600,10
Maharashtra,Maval,JAGTAP LAXMAN SITARAM,Independent,8762,3,8765,11
Maharashtra,Maval,NANAWARE PRAMOD MAHADEO,Independent,4276,0,4276,12
Maharashtra,Maval,NURJAHAN YASIN SHAIKH,Independent,2024,0,2024,13
Maharashtra,Maval,H.B.P.ADV.R.K.PATIL,Independent,2336,0,2336,14
Maharashtra,Maval,BHIMRAO ANNA KADALE,Independent,2911,0,2911,15
Maharashtra,Maval,SIR MANUEL SABINO D''''SOUZA,Independent,4311,0,4311,16
Maharashtra,Maval,RAJENDRA MARUTI KATE,Independent,2016,0,2016,17
Maharashtra,Maval,ADV.VAISHALI SURENDRA BORDE,Independent,2536,0,2536,18
Maharashtra,Maval,SUBHASH GOPALRAO BODHE,Independent,3429,0,3429,19
Maharashtra,Maval,None of the Above,NOTA,11178,8,11186,20
Maharashtra,Pune,ANIL SHIROLE,Bharatiya Janata Party,569535,290,569825,1
Maharashtra,Pune,IMTIYAZ PEERZADE,Bahujan Samaj Party,14726,1,14727,2
Maharashtra,Pune,DEEPAK NATHARAM PAIGUDE,MNS,93449,53,93502,3
Maharashtra,Pune,DR.VISHWAJEET PATANGRAO KADAM,Indian National Congress,253949,107,254056,4
Maharashtra,Pune,ARUN BHATIA,PG,7219,3,7222,5
Maharashtra,Pune,NANA KSHIRSAGAR,Bharipa Bahujan Mahasangha,1795,2,1797,6
Maharashtra,Pune,WARE SUBHASH SHANKARRAO,Aam Aadmi Party,28640,17,28657,7
Maharashtra,Pune,SAIYYAD AFSER  IBRAHIM,Samajwadi Party,1131,0,1131,8
Maharashtra,Pune,COL SURESH PATIL (RTD),Bahujan Mukti Party,1324,0,1324,9
Maharashtra,Pune,SANJAY LAXMAN PADWAL,bns,476,1,477,10
Maharashtra,Pune,AZAM VAKIL MANIYAR,Independent,353,0,353,11
Maharashtra,Pune,AJAY VASANT PAITHANKAR,Independent,343,0,343,12
Maharashtra,Pune,ASHAPAK SHAIKH,Independent,586,0,586,13
Maharashtra,Pune,UMESH BHUJANG MASANKHAMB,Independent,494,0,494,14
Maharashtra,Pune,KHIRID SIMKUMAR BHAGWAN,Independent,380,0,380,15
Maharashtra,Pune,COLONEL JAYANTRAO CHITALE,Independent,1886,0,1886,16
Maharashtra,Pune,DAMBALE RAHUL DHARMA,Independent,2259,0,2259,17
Maharashtra,Pune,DINESH PANDURANG PAWAR,Independent,693,0,693,18
Maharashtra,Pune,DEVKULE BIBHISHAN JAGANNATH,Independent,1230,0,1230,19
Maharashtra,Pune,NILESH DHANAVE,Independent,840,0,840,20
Maharashtra,Pune,BANSODE CHAYYA TUKARAM,Independent,512,0,512,21
Maharashtra,Pune,MANCHAK TRIMBAKRAO KARALE,Independent,1028,0,1028,22
Maharashtra,Pune,YADAV GANGADHAR NATHU,Independent,454,1,455,23
Maharashtra,Pune,RUPALI TAMBOLI,Independent,377,1,378,24
Maharashtra,Pune,VIJAY LAXMAN SARODE,Independent,303,0,303,25
Maharashtra,Pune,SHASHIKANT BHIKAJI OWHAL,Independent,359,0,359,26
Maharashtra,Pune,SHIVAJI  PANDURANG ADHAV,Independent,868,0,868,27
Maharashtra,Pune,SUSHAMA PANDURANG GAIKWAD,Independent,590,0,590,28
Maharashtra,Pune,SANTOSH PAWAR,Independent,564,1,565,29
Maharashtra,Pune,None of the Above,NOTA,6436,2,6438,30
Maharashtra,Baramati,CHAUDHARI KALURAM VINAYAK,Bahujan Samaj Party,24884,24,24908,1
Maharashtra,Baramati,SUPRIYA SULE,Nationalist Congress Party,521050,512,521562,2
Maharashtra,Baramati,TATYASAHEB SITARAM TELE,Janata Dal (Secular),8804,7,8811,3
Maharashtra,Baramati,MAHADEV JAGANNATH JANKAR,RSPS,451155,688,451843,4
Maharashtra,Baramati,RAVINDRA TAKALE,Bahujan Mukti Party,7841,4,7845,5
Maharashtra,Baramati,SURESH KHOPADE,Aam Aadmi Party,26330,66,26396,6
Maharashtra,Baramati,KOKARE SHIVAJI JAYSING,Independent,4734,5,4739,7
Maharashtra,Baramati,MAHADIK PRALHAD DAGADU,Independent,2891,0,2891,8
Maharashtra,Baramati,SURESHDADA BABURAO VEER,Independent,3344,1,3345,9
Maharashtra,Baramati,None of the Above,NOTA,14195,21,14216,10
Maharashtra,Shirur,ADHALRAO SHIVAJI DATTATREY,Shivsena,642828,587,643415,1
Maharashtra,Shirur,ASHOK SHIRPATI KHANDEBHARAD,MNS,36431,17,36448,2
Maharashtra,Shirur,NIKAM DEVDATTA JAYWANT,Nationalist Congress Party,341375,226,341601,3
Maharashtra,Shirur,WAGHMARE SARJERAO BHIKA,Bahujan Samaj Party,19779,4,19783,4
Maharashtra,Shirur,GEETARAM RAMCHANDRA KADAM,Socialist Party (India),1904,2,1906,5
Maharashtra,Shirur,NIKAM SOPANRAO PANDHARINATH,Aam Aadmi Party,16657,6,16663,6
Maharashtra,Shirur,BAJARE SITARAM NAMDEO (BABA),Bahujan Mukti Party,1926,7,1933,7
Maharashtra,Shirur,VIKAS SUDAM KUSEKAR,All India Forward Bloc,1174,0,1174,8
Maharashtra,Shirur,UMESH ARJUN KANCHAN,Independent,1137,0,1137,9
Maharashtra,Shirur,KATORE MAHADEV NIWRITTI,Independent,1792,0,1792,10
Maharashtra,Shirur,DAMBALE RAM  DHARMA,Independent,2433,0,2433,11
Maharashtra,Shirur,NILESH YASHWANT MHASKULE,Independent,2118,0,2118,12
Maharashtra,Shirur,MILINDRAJE DIGAMBAR BHOSALE,Independent,3258,0,3258,13
Maharashtra,Shirur,SONALI CHANDRASHEKHAR THORAT,Independent,3850,0,3850,14
Maharashtra,Shirur,None of the Above,NOTA,11988,7,11995,15
Maharashtra,Ahmadnagar ,KAKADE KISAN YASHWANT,Bahujan Samaj Party,8381,5,8386,1
Maharashtra,Ahmadnagar ,GANDHI DILIPKUMAR MANSUKHLAL,Bharatiya Janata Party,603976,1209,605185,2
Maharashtra,Ahmadnagar ,RAJEEV APPASAHEB RAJALE,Nationalist Congress Party,395569,494,396063,3
Maharashtra,Ahmadnagar ,H.B.P. AJAY SAHEBRAO BARASKAR MAHARAJ,Bahujan Mukti Party,6000,3,6003,4
Maharashtra,Ahmadnagar ,DAMALE SHIVAJIRAO WAMAN,bns,1384,1,1385,5
Maharashtra,Ahmadnagar ,DEEPALI SAYYED,Aam Aadmi Party,7098,22,7120,6
Maharashtra,Ahmadnagar ,POPAT MANIK FULE,MPS(T),1059,2,1061,7
Maharashtra,Ahmadnagar ,ANIL JAYSING GHANVAT,Independent,3086,0,3086,8
Maharashtra,Ahmadnagar ,KOLSEPATIL BABAN GANGADHAR,Independent,12659,24,12683,9
Maharashtra,Ahmadnagar ,DESHMUKH VIKAS NANASAHEB,Independent,2202,0,2202,10
Maharashtra,Ahmadnagar ,PETRAS KISAN GAWARE,Independent,2524,1,2525,11
Maharashtra,Ahmadnagar ,LAXMAN BHANUDAS SONALE,Independent,3497,0,3497,12
Maharashtra,Ahmadnagar ,SHRIDHAR JAKHUJI DAREKAR,Independent,5648,1,5649,13
Maharashtra,Ahmadnagar ,None of the Above,NOTA,7468,5,7473,14
Maharashtra,Shirdi,BHAUSAHEB RAJARAM WAKCHAURE,Indian National Congress,332712,302,333014,1
Maharashtra,Shirdi,ADV. MAHENDRA DADASAHEB SHINDE,Bahujan Samaj Party,10377,4,10381,2
Maharashtra,Shirdi,LOKHANDE SADASHIV KISAN,Shivsena,532577,359,532936,3
Maharashtra,Shirdi,NITIN NAVNATH UDMALE,Aam Aadmi Party,11567,13,11580,4
Maharashtra,Shirdi,PAWAR VIJAY BANDERAO,lpi,2334,0,2334,5
Maharashtra,Shirdi,RAGHUNATH RAMJI MAKASARE,Bharipa Bahujan Mahasangha,3192,1,3193,6
Maharashtra,Shirdi,SARODE POPAT RAMBHAU,LB,1429,0,1429,7
Maharashtra,Shirdi,SANTOSH MADHUKAR ROHAM,Bahujan Mukti Party,9292,4,9296,8
Maharashtra,Shirdi,UDDHAVRAO BALWANT GAIKWAD,Independent,1498,1,1499,9
Maharashtra,Shirdi,GHOLAP SANDEEP BHASKAR,Independent,2229,0,2229,10
Maharashtra,Shirdi,BALASAHEB DASHRATH BAGUL,Independent,4318,1,4319,11
Maharashtra,Shirdi,WAGH GANGADHAR RADHAJI,Independent,2874,0,2874,12
Maharashtra,Shirdi,SHENDE RAVINDRA VITTHAL,Independent,4728,0,4728,13
Maharashtra,Shirdi,SAYAJI SHANKAR KHARAT,Independent,2954,0,2954,14
Maharashtra,Shirdi,None of the Above,NOTA,9873,6,9879,15
Maharashtra,Beed,DHAS SURESH RAMCHANDRA,Nationalist Congress Party,499387,154,499541,1
Maharashtra,Beed,MUNDE GOPINATHRAO PANDURANG,Bharatiya Janata Party,635426,569,635995,2
Maharashtra,Beed,RATHOD DIGAMBAR RAMRAO,Bahujan Samaj Party,14162,4,14166,3
Maharashtra,Beed,KALE KRISHNA BHANUDAS,Bharipa Bahujan Mahasangha,3162,1,3163,4
Maharashtra,Beed,DONGARE MILIND KASHINATH,PRCP,1930,0,1930,5
Maharashtra,Beed,TATE ASHOK SANTRAM,ARP,1162,0,1162,6
Maharashtra,Beed,THORAT DHANRAJ VITTHAL,MPS(T),1065,0,1065,7
Maharashtra,Beed,NANDU MADHAV,Aam Aadmi Party,4271,10,4281,8
Maharashtra,Beed,MANIKRAO MADHAVRAO BAVNE,Samajwadi Party,1584,0,1584,9
Maharashtra,Beed,RAHUL PRABHAKAR KAMBLE,APoI,1733,0,1733,10
Maharashtra,Beed,SHINGARE GOVIND BHARAT,Shivrajya Party,944,0,944,11
Maharashtra,Beed,SHAIKH IPTEKHAR ZAKEEBABA,Welfare Party of India,1628,0,1628,12
Maharashtra,Beed,SAKSAMUDRE BHAGWAN KACHRUBA,Bahujan Mukti Party,1532,1,1533,13
Maharashtra,Beed,ARJUN HANMANTA NIMBALKAR,Independent,3758,0,3758,14
Maharashtra,Beed,AVINASH NAMDEV WANKHEDE,Independent,2797,0,2797,15
Maharashtra,Beed,ASHOK DHONDIBA SONWANE,Independent,5383,0,5383,16
Maharashtra,Beed,ASHOK BHAGOJI THORAT,Independent,3264,0,3264,17
Maharashtra,Beed,AGHAV JAYPRAKASH SITARAM,Independent,3247,0,3247,18
Maharashtra,Beed,INAMDAR JABBERMIYA DAGERASA,Independent,3040,0,3040,19
Maharashtra,Beed,DR. OWHAL JITENDRA MAHADEV,Independent,1075,0,1075,20
Maharashtra,Beed,KALE BAJIRAO SHANKAR,Independent,1018,0,1018,21
Maharashtra,Beed,GANGADHAR SITARAM KALKUTE,Independent,848,0,848,22
Maharashtra,Beed,JETHLIA SANTOSHBAPU  MITTHULAL,Independent,1270,0,1270,23
Maharashtra,Beed,TEJAS ANKUSH GHUMARE,Independent,5357,0,5357,24
Maharashtra,Beed,PRASHANT VISHNU SASANE,Independent,1036,0,1036,25
Maharashtra,Beed,BHAGWAT HARIHAR TAWARE,Independent,2698,0,2698,26
Maharashtra,Beed,VEER SHESHERAO CHOKHOBA,Independent,713,0,713,27
Maharashtra,Beed,SHAIKH CHAND SHIAKH MIYA,Independent,1734,0,1734,28
Maharashtra,Beed,SHAIKH SHAFIQ SHABBIR,Independent,846,0,846,29
Maharashtra,Beed,SHRIKANT VISHNU GADALE,Independent,931,0,931,30
Maharashtra,Beed,SADULLA ASDULLA INAMDAR,Independent,2482,0,2482,31
Maharashtra,Beed,SAYYED NAVIDUJJAMMA,Independent,3732,0,3732,32
Maharashtra,Beed,SAYYED MINHAJ ALI SAYYAD WAJED ALI (PENDKHAJURWALE),Independent,3617,0,3617,33
Maharashtra,Beed,SAYYED MUBIN RAHIMTULLA,Independent,1122,0,1122,34
Maharashtra,Beed,SAYYED SALIM FATTU,Independent,452,0,452,35
Maharashtra,Beed,SUMITRABAI DASHRATH PAWAR,Independent,314,0,314,36
Maharashtra,Beed,SOLANKE PARMESHWAR KALYANRAO,Independent,520,0,520,37
Maharashtra,Beed,SOLANKE PRAKASH BHAGWANRAO,Independent,8634,0,8634,38
Maharashtra,Beed,HOKE (PATIL)RAJEDRA ACHYUTRAO,Independent,1264,0,1264,39
Maharashtra,Beed,None of the Above,NOTA,2322,1,2323,40
Maharashtra,Osmanabad,GAIKWAD RAVINDRA VISHWANATH,Shivsena,606351,1348,607699,1
Maharashtra,Osmanabad,DHALE PADMASHEEL RAMCHANDRA,Bahujan Samaj Party,28306,16,28322,2
Maharashtra,Osmanabad,PATIL PADMASINHA BAJIRAO,Nationalist Congress Party,372586,788,373374,3
Maharashtra,Osmanabad,TARKASE PUSHPA MURLIDHAR,HND,4126,0,4126,4
Maharashtra,Osmanabad,BHOSALE REVAN VISHWANATH,Janata Dal (Secular),1288,0,1288,5
Maharashtra,Osmanabad,ROKDE MILIND SOMNATH,Bharipa Bahujan Mahasangha,3722,3,3725,6
Maharashtra,Osmanabad,DR. RAMESH SUBRAV BANSODE,Republican Party of India,1700,1,1701,7
Maharashtra,Osmanabad,SHINDE RAJENDRA BHAIRAVNATH,MPS(T),1313,0,1313,8
Maharashtra,Osmanabad,VIKRAM ASHOK SAWALE,Aam Aadmi Party,4220,20,4240,9
Maharashtra,Osmanabad,ADV. SHAILENDRA RAMESHWAR YAVALKAR,Samajwadi Party,2257,0,2257,10
Maharashtra,Osmanabad,SAYYAD MOHAMD SAYYAD IBRAHIM,Bahujan Mukti Party,1527,1,1528,11
Maharashtra,Osmanabad,ALTAF HUSAIN YENEGURE,Independent,1640,0,1640,12
Maharashtra,Osmanabad,SMT. JADHAV UJVALA EKNATH,Independent,3466,0,3466,13
Maharashtra,Osmanabad,KAKASAHEB BABURAO RATHOD,Independent,7245,0,7245,14
Maharashtra,Osmanabad,GAIKWAD UMAJI PANDURANG,Independent,2352,3,2355,15
Maharashtra,Osmanabad,GAIKWAD RAVINDRA VISHWANATH,Independent,7166,3,7169,16
Maharashtra,Osmanabad,TUKARAM DASRAO GANGAWANE,Independent,10210,0,10210,17
Maharashtra,Osmanabad,TUPSUNDARE BALAJI BAPURAO,Independent,7038,0,7038,18
Maharashtra,Osmanabad,NAVNATH DASHRATH UPLEKAR,Independent,4092,0,4092,19
Maharashtra,Osmanabad,PADMSINH VIJAYSINH MUNDHE,Independent,3361,0,3361,20
Maharashtra,Osmanabad,SIDDIK IBRAHIM BOUDIWALI,Independent,1429,0,1429,21
Maharashtra,Osmanabad,PATIL MANOHAR ANANDRAO,Independent,2251,0,2251,22
Maharashtra,Osmanabad,SHAIKH MUBARAK ALIAS NANA MAINODDIN,Independent,1416,2,1418,23
Maharashtra,Osmanabad,ROHAN SUBHASH DESHMUKH,Independent,26857,11,26868,24
Maharashtra,Osmanabad,KSHIRSAGAR VIJAY MARUTI,Independent,1482,0,1482,25
Maharashtra,Osmanabad,KSHIRSAGAR SHIVAJI JAGANNATH,Independent,1978,0,1978,26
Maharashtra,Osmanabad,SUSHILKUMAR VINAYAK PADULE,Independent,1963,0,1963,27
Maharashtra,Osmanabad,None of the Above,NOTA,4611,2,4613,28
Maharashtra,Latur ,KAMBLE DEEPAK ARVIND,Bahujan Samaj Party,20001,28,20029,1
Maharashtra,Latur ,BANSODE DATTATRAY GUNDERAO,Indian National Congress,362524,590,363114,2
Maharashtra,Latur ,DR. SUNIL BALIRAM GAIKWAD,Bharatiya Janata Party,614557,1952,616509,3
Maharashtra,Latur ,DIPRATNA PRABHAKARRAO NILANGEKAR,Aam Aadmi Party,9812,17,9829,4
Maharashtra,Latur ,BALAJI DNYANOBA KAMBLE,Samajwadi Party,1840,0,1840,5
Maharashtra,Latur ,BHARAT MAROTI KADAM,APoI,2722,2,2724,6
Maharashtra,Latur ,SHIVKHANDESHWAR NARAYAN DAHGE,Bharatiya Jan-Shakti Party,1337,0,1337,7
Maharashtra,Latur ,SURYAWANSI SIDHARTH TUKARAM,Bahujan Mukti Party,2815,15,2830,8
Maharashtra,Latur ,UDARE MINAKSHI MAHADEV,Independent,1541,0,1541,9
Maharashtra,Latur ,KAMBLE MILIND HARIBHAU,Independent,942,0,942,10
Maharashtra,Latur ,GAJENDRA LIMBAJI AVGHADE,Independent,1287,0,1287,11
Maharashtra,Latur ,JARIPATKE DNYANOBA SOPANRAO,Independent,2048,4,2052,12
Maharashtra,Latur ,JOGDAND FAKIRA VAIJNATH,Independent,1305,1,1306,13
Maharashtra,Latur ,PADMAKAR KONDIBA OVHAL,Independent,1941,0,1941,14
Maharashtra,Latur ,BHARAT DAMODAR LONDHE,Independent,2035,0,2035,15
Maharashtra,Latur ,GAJANAN PANDURANG MANE,Independent,3401,0,3401,16
Maharashtra,Latur ,RAJKUMAR BHIMRAO CHANDANSHIVE,Independent,1765,0,1765,17
Maharashtra,Latur ,SHINDE SUDHIR SHRIPATRAO,Independent,8678,0,8678,18
Maharashtra,Latur ,None of the Above,NOTA,13982,14,13996,19
Maharashtra,Solapur ,SHARAD BANSODE,Bharatiya Janata Party,517176,703,517879,1
Maharashtra,Solapur ,SHINDE SUSHILKUMAR SAMBHAJIRAO,Indian National Congress,367795,410,368205,2
Maharashtra,Solapur ,ADV. SANJEEV SIDRAM SADAFULE,Bahujan Samaj Party,19030,11,19041,3
Maharashtra,Solapur ,LALIT BABAR,Aam Aadmi Party,9249,12,9261,4
Maharashtra,Solapur ,WAGHMARE PUNDALIK ONKARI,Bahujan Mukti Party,1398,1,1399,5
Maharashtra,Solapur ,SONKAMBLE GAUTAM VIJAYKUMAR,Bharipa Bahujan Mahasangha,2458,0,2458,6
Maharashtra,Solapur ,KEWALE CHAYA NAGNATH,Independent,1653,1,1654,7
Maharashtra,Solapur ,DATTATRAYA VITTHAL THORAT,Independent,824,0,824,8
Maharashtra,Solapur ,PAWAR YUVRAJ SIDRAM,Independent,1240,3,1243,9
Maharashtra,Solapur ,BHISE KRISHNA NAGNATH,Independent,1504,0,1504,10
Maharashtra,Solapur ,RAJENDRA DNYANDEO RANDIVE,Independent,1460,0,1460,11
Maharashtra,Solapur ,VIKRAM UTTAM KASABE,Independent,1333,0,1333,12
Maharashtra,Solapur ,SHINDE RAJKUMAR LAXMANRAO,Independent,1286,0,1286,13
Maharashtra,Solapur ,SIDRAM KRISHNA DHOBALE,Independent,1683,0,1683,14
Maharashtra,Solapur ,SUNITA VIJAYKUMAR UGHADE,Independent,2706,0,2706,15
Maharashtra,Solapur ,SONAWANE SHIVAJI CHANDRAKANT,Independent,5487,0,5487,16
Maharashtra,Solapur ,None of the Above,NOTA,13769,9,13778,17
Maharashtra,Madha,BANSODE KUNDAN FULCHAND,Bahujan Samaj Party,15774,16,15790,1
Maharashtra,Madha,MOHITE PATIL VIJAYSINH SHANKARRAO,Nationalist Congress Party,489260,729,489989,2
Maharashtra,Madha,NAVANATH BHIMRAO PATIL,HiPPa,8839,14,8853,3
Maharashtra,Madha,SADABHAU RAMCHANDRA KHOT,Swabhimani Paksha,464019,626,464645,4
Maharashtra,Madha,ADV. SAVITA BALKRISHNA SHINDE,Aam Aadmi Party,7128,32,7160,5
Maharashtra,Madha,ADV.SUBHASH BALASAHEB PATIL (ANNA),Bahujan Mukti Party,3285,8,3293,6
Maharashtra,Madha,SURESH SHAMRAO GHADGE,All India Trinamool Congress,1988,1,1989,7
Maharashtra,Madha,JAGTAP NITIN MARUTI,Independent,2189,0,2189,8
Maharashtra,Madha,JADHAV SUNIL GUNDA,Independent,7115,0,7115,9
Maharashtra,Madha,DAGADU MANIK PAWAR,Independent,2117,0,2117,10
Maharashtra,Madha,DEVKATE SOMANATH ALIAS SOMESHWAR CHANDRAKANT,Independent,2275,0,2275,11
Maharashtra,Madha,NAGAMANI KISAN JAKKAN,Independent,8829,0,8829,12
Maharashtra,Madha,POL SUDHIR ARJUN,Independent,2814,0,2814,13
Maharashtra,Madha,PRAFULL SHIVRAO KADAM,Independent,2300,1,2301,14
Maharashtra,Madha,DR.PRAMOD RAMCHANDRA GAWADE,Independent,1926,0,1926,15
Maharashtra,Madha,SATHI BASHIR AHMED BASHAMIYAN SHAIKH,Independent,3367,0,3367,16
Maharashtra,Madha,BALIRAM SUKHDEV MORE,Independent,4139,0,4139,17
Maharashtra,Madha,BHAJANLAL YASHVANT NIMGAONKAR,Independent,4625,0,4625,18
Maharashtra,Madha,DR.BHISE INDRAKUMAR DEVRAO,Independent,3092,2,3094,19
Maharashtra,Madha,MOHITE-PATIL PRATAPSINH SHANKARRAO,Independent,25181,6,25187,20
Maharashtra,Madha,ROHIT RAMKRUSHNA MORE,Independent,6886,0,6886,21
Maharashtra,Madha,WALKE VIKRAM VASUDEO,Independent,1969,0,1969,22
Maharashtra,Madha,SHAIKH SHAHAJAN PAIGAMBAR,Independent,2336,0,2336,23
Maharashtra,Madha,SUNITA MOHAN TUPSOUNDRYA,Independent,2519,3,2522,24
Maharashtra,Madha,None of the Above,NOTA,4201,8,4209,25
Maharashtra,Sangli,PATIL PRATIK PRAKASHBAPU,Indian National Congress,370778,1493,372271,1
Maharashtra,Sangli,BANDGAR NANASO BALASO,Bahujan Samaj Party,11363,15,11378,2
Maharashtra,Sangli,SANJAYKAKA PATIL,Bharatiya Janata Party,609402,2161,611563,3
Maharashtra,Sangli,NITIN GANPATRAO SAVGAVE,Bahujan Mukti Party,8387,18,8405,4
Maharashtra,Sangli,ADV. K. D. SHINDE,Janata Dal (Secular),2453,7,2460,5
Maharashtra,Sangli,SAMINA ABDULMAJID KHAN,Aam Aadmi Party,4645,54,4699,6
Maharashtra,Sangli,SUREKHA ALIAS SURAIYYA SHAHIN SHAIKH,MVA,847,2,849,7
Maharashtra,Sangli,ASHOK DNYANU MANE(BHAU),Independent,1489,5,1494,8
Maharashtra,Sangli,CHOPADE SHRIPRASAD JANARDAN,Independent,4309,0,4309,9
Maharashtra,Sangli,TANAJIRAO JAGANNATH  JADHAV(CHINCHANIKAR),Independent,1773,1,1774,10
Maharashtra,Sangli,DHATTURE HAFIZBHAI HUSAIN,Independent,994,3,997,11
Maharashtra,Sangli,POURNIMA VILAS KORPALE,Independent,1701,1,1702,12
Maharashtra,Sangli,MADHUKAR BABURAO KAMBALE,Independent,1844,0,1844,13
Maharashtra,Sangli,SHARMILA BABA WAKSHE,Independent,2481,0,2481,14
Maharashtra,Sangli,SHRIRANG BABURAO PAKHARE,Independent,1661,0,1661,15
Maharashtra,Sangli,SIDDHA SHIVAPPA BHOSALE,Independent,4309,0,4309,16
Maharashtra,Sangli,SURESH PARTH MANE (NANA),Independent,8351,2,8353,17
Maharashtra,Sangli,None of the Above,NOTA,6082,28,6110,18
Maharashtra,Satara,SHRIMANT CHH.  UDAYANRAJE PRATAPSINHA BHONSALE,Nationalist Congress Party,522153,378,522531,1
Maharashtra,Satara,PRASHANT VASANT CHAVAN,Bahujan Samaj Party,14491,32,14523,2
Maharashtra,Satara,ALTAF ABDULGANI SHIKALGAR,Bahujan Mukti Party,13740,20,13760,3
Maharashtra,Satara,ASHOK WAMAN GAIKWAD,Republican Party of India (A),71630,178,71808,4
Maharashtra,Satara,CHANDRAKANT TATU KHANDAIT,Bharipa Bahujan Mahasangha,12265,5,12270,5
Maharashtra,Satara,RAJENDRA MADHUKAR CHORAGE,Aam Aadmi Party,82352,137,82489,6
Maharashtra,Satara,UMESH MUKUND WAGHMARE,Independent,4711,0,4711,7
Maharashtra,Satara,KADAM SAGAR UTTAMRAO,Independent,10041,6,10047,8
Maharashtra,Satara,GAWDE SUKHDEV BHANUDAS,Independent,2434,1,2435,9
Maharashtra,Satara,PANDURANG RAMCHANDRA SHINDE,Independent,11302,2,11304,10
Maharashtra,Satara,PURUSHOTTAM JADHAV,Independent,155789,148,155937,11
Maharashtra,Satara,DR. PRAKASH SHAMRAO PAWAR,Independent,2162,2,2164,12
Maharashtra,Satara,BICHUKALE ABHIJIT VAMANRAO,Independent,3644,0,3644,13
Maharashtra,Satara,ADV. VARSHA  MADGULKAR,Independent,9395,10,9405,14
Maharashtra,Satara,DR. VIJAYSINHA  DILIPRAO PATIL,Independent,3649,5,3654,15
Maharashtra,Satara,SUBHASH NIVRUTTI SHILEWANT,Independent,15072,1,15073,16
Maharashtra,Satara,SUHAS VISHWASRAO DESHMUKH,Independent,12120,2,12122,17
Maharashtra,Satara,SANDIP AMRUTRAO MOZAR,Independent,18207,8,18215,18
Maharashtra,Satara,None of the Above,NOTA,10552,37,10589,19
Maharashtra,Ratnagiri - sindhudurg,AYARE RAJENDRA LAHU,Bahujan Samaj Party,13084,4,13088,1
Maharashtra,Ratnagiri - sindhudurg,NILESH NARAYAN RANE,Indian National Congress,342999,38,343037,2
Maharashtra,Ratnagiri - sindhudurg,VINAYAK BHAURAO RAUT,Shivsena,492900,188,493088,3
Maharashtra,Ratnagiri - sindhudurg,ABHIJIT SHRIRAM HEGSHETYE,Aam Aadmi Party,12693,7,12700,4
Maharashtra,Ratnagiri - sindhudurg,ADV. DIPAK DATTARAM NEVGI,Socialist Party (India),2904,0,2904,5
Maharashtra,Ratnagiri - sindhudurg,BIRJE YASHWANT ANANT,Bahujan Mukti Party,1992,0,1992,6
Maharashtra,Ratnagiri - sindhudurg,VINOD HANUMANTRAO SAWANT,Akhil Bharat Hindu Mahasabha,1395,0,1395,7
Maharashtra,Ratnagiri - sindhudurg,AJINKYA DHONDU GAWADE,Independent,2331,1,2332,8
Maharashtra,Ratnagiri - sindhudurg,ARUN HARISHCHANDRA MANJREKAR,Independent,5999,0,5999,9
Maharashtra,Ratnagiri - sindhudurg,SUNIL ALIAS YASHWANT VASANT PEDNEKAR,Independent,7328,0,7328,10
Maharashtra,Ratnagiri - sindhudurg,None of the Above,NOTA,12392,1,12393,11
Maharashtra,Kolhapur,KURANE AJAY PRAKASH,Bahujan Samaj Party,9285,6,9291,1
Maharashtra,Kolhapur,DHANANJAY BHIMRAO MAHADIK,Nationalist Congress Party,607184,481,607665,2
Maharashtra,Kolhapur,SANJAY SADASHIV MANDALIK,Shivsena,573642,764,574406,3
Maharashtra,Kolhapur,DR. JADHAV DAYANAND VASANT,Bahujan Mukti Party,8633,2,8635,4
Maharashtra,Kolhapur,ATUL PRASANNAKUMAR DIGHE,Bharipa Bahujan Mahasangha,7066,1,7067,5
Maharashtra,Kolhapur,NARAYAN GUNDU POWAR,Aam Aadmi Party,5469,26,5495,6
Maharashtra,Kolhapur,MHAMANE ANIL SUBHASH,MVA,736,0,736,7
Maharashtra,Kolhapur,SAMPATRAO SHAMRAO PAWAR PATIL,Peasants And Workers Party of India,13154,8,13162,8
Maharashtra,Kolhapur,KAMBLE SUKUMAR DATTU,Independent,915,0,915,9
Maharashtra,Kolhapur,PANDURANG TUKARAM CHOUGALE,Independent,835,1,836,10
Maharashtra,Kolhapur,JEEVAN ALIAS C.A.PATIL,Independent,898,0,898,11
Maharashtra,Kolhapur,YASHWANT BALKRUSHNA JOSHI,Independent,1415,0,1415,12
Maharashtra,Kolhapur,PATIL BAJRANG KRISHNA,Independent,5676,0,5676,13
Maharashtra,Kolhapur,SHEREGAR CHETAN VENKATESH,Independent,6114,0,6114,14
Maharashtra,Kolhapur,SANDEEP GUNDOPANT SANKPAL,Independent,10963,0,10963,15
Maharashtra,Kolhapur,None of the Above,NOTA,7001,14,7015,16
Maharashtra,Hatkanangle,AWADE KALLAPPA BABURAO,Indian National Congress,461835,783,462618,1
